date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:08	49896/49896	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:01%20GMT	https://zilirattan.az/urun/venera-divan/?add-to-cart=1311	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/venera-divan/indexb444.html	(from https://zilirattan.az/urun/venera-divan/)
12:11:08	49906/49906	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:01%20GMT	https://zilirattan.az/urun/venera-divan/?add-to-cart=1293	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/venera-divan/indexa390.html	(from https://zilirattan.az/urun/venera-divan/)
12:11:08	49895/49895	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:02%20GMT	https://zilirattan.az/urun/venera-divan/?add-to-cart=1265	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/venera-divan/index26ee.html	(from https://zilirattan.az/urun/venera-divan/)
12:11:09	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=9623	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.mina658.js	(from https://zilirattan.az/urun-kategori/divan/?add-to-cart=1305)
12:11:10	763/763	---MC-	200	added ('OK')	application/rss+xml	etag:%222fed9e3d109845372203ec1554411263%22	https://zilirattan.az/urun/kokon-2/feed/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon-2/feed/index.html	(from https://zilirattan.az/urun/kokon-2/)
12:11:10	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=9508	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min08ff.js	(from https://zilirattan.az/urun/kokon-2/)
12:11:11	2380/2380	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202020%2008:11:05%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fkokon-2%2F	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embedcd52.json	(from https://zilirattan.az/urun/kokon-2/)
12:11:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202020%2008:11:05%20GMT	https://zilirattan.az/?p=1272	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/index0916.html	(from https://zilirattan.az/urun/kokon-2/)
12:11:12	2517/2517	---MC-	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202020%2008:11:06%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fkokon-2%2F&format=xml	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed7543	(from https://zilirattan.az/urun/kokon-2/)
12:11:13	42930/42930	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Dec%202019%2017:52:08%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/15750493732481-600x800.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/15750493732481-600x800.jpg	(from https://zilirattan.az/urun/kokon-2/)
12:11:14	560117/560117	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Dec%202019%2017:52:02%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/15750493732481.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/15750493732481.jpg	(from https://zilirattan.az/urun/kokon-2/)
12:11:14	47240/47240	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:08%20GMT	https://zilirattan.az/urun/kokon-2/?add-to-cart=1274	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon-2/indexa3e1.html	(from https://zilirattan.az/urun/kokon-2/)
12:11:15	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=5654	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min9988.js	(from https://zilirattan.az/urun-kategori/yellencek/?add-to-cart=1272)
12:11:15	47232/47232	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:08%20GMT	https://zilirattan.az/urun/kokon-2/?add-to-cart=1268	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon-2/indexad06.html	(from https://zilirattan.az/urun/kokon-2/)
12:11:15	759/759	---MC-	200	added ('OK')	application/rss+xml	etag:%2266e335a0e44e7661a618a345cda7c6c5%22	https://zilirattan.az/urun/kokon/feed/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon/feed/index.html	(from https://zilirattan.az/urun/kokon/)
12:11:16	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=9849	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min619e.js	(from https://zilirattan.az/urun/kokon/)
12:11:16	2376/2376	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202020%2008:11:10%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fkokon%2F	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed4f39.json	(from https://zilirattan.az/urun/kokon/)
12:11:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202020%2008:11:11%20GMT	https://zilirattan.az/?p=1268	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/indexdc83.html	(from https://zilirattan.az/urun/kokon/)
12:11:17	2513/2513	---MC-	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202020%2008:11:11%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fkokon%2F&format=xml	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed8c2e	(from https://zilirattan.az/urun/kokon/)
12:11:18	42118/42118	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Dec%202019%2017:48:10%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/15750486786291-600x800.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/15750486786291-600x800.jpg	(from https://zilirattan.az/urun/kokon/)
12:11:19	47223/47223	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:12%20GMT	https://zilirattan.az/urun/kokon/?add-to-cart=1274	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon/indexa3e1.html	(from https://zilirattan.az/urun/kokon/)
12:11:19	526379/526379	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Dec%202019%2017:48:05%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/15750486786291.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/15750486786291.jpg	(from https://zilirattan.az/urun/kokon/)
12:11:20	47214/47214	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:13%20GMT	https://zilirattan.az/urun/kokon/?add-to-cart=1272	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon/index898e.html	(from https://zilirattan.az/urun/kokon/)
12:11:20	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=2226	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.minef1c.js	(from https://zilirattan.az/urun-kategori/yellencek/?add-to-cart=1268)
12:11:21	783/783	---MC-	200	added ('OK')	application/rss+xml	etag:%2273eadd065f540bc57d54b655c045e680%22	https://zilirattan.az/urun/kokon-paxlava/feed/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon-paxlava/feed/index.html	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:21	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=7902	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min886a.js	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:21	2416/2416	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202020%2008:11:15%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fkokon-paxlava%2F	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embedad34.json	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202020%2008:11:16%20GMT	https://zilirattan.az/?p=1274	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/indexc2c4.html	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:22	2553/2553	---MC-	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202020%2008:11:16%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fkokon-paxlava%2F&format=xml	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed9628	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:23	43051/43051	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Dec%202019%2017:53:56%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/15756107388481-600x800.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/15756107388481-600x800.jpg	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:24	222943/222943	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Dec%202019%2017:53:51%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/15756107388481.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/15756107388481.jpg	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:24	47332/47332	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:17%20GMT	https://zilirattan.az/urun/kokon-paxlava/?add-to-cart=1268	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon-paxlava/indexad06.html	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:24	760/760	---MC-	200	added ('OK')	application/rss+xml	etag:%226faf230a43566ff02325b4ce961dd15f%22	https://zilirattan.az/urun/dalga/feed/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/dalga/feed/index.html	(from https://zilirattan.az/urun/dalga/)
12:11:25	47333/47333	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:18%20GMT	https://zilirattan.az/urun/kokon-paxlava/?add-to-cart=1272	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/kokon-paxlava/index898e.html	(from https://zilirattan.az/urun/kokon-paxlava/)
12:11:25	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=8973	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min0b7e.js	(from https://zilirattan.az/urun/dalga/)
12:11:25	2392/2392	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202020%2008:11:19%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fdalga%2F	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed82d7.json	(from https://zilirattan.az/urun/dalga/)
12:11:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202020%2008:11:20%20GMT	https://zilirattan.az/?p=1285	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/index78a2.html	(from https://zilirattan.az/urun/dalga/)
12:11:26	2532/2532	---MC-	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202020%2008:11:20%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fdalga%2F&format=xml	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embedcf07	(from https://zilirattan.az/urun/dalga/)
12:11:26	19390/19390	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2010:18:41%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/20191218_180342-600x515.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/20191218_180342-600x515.jpg	(from https://zilirattan.az/urun/dalga/)
12:11:27	97874/97874	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202019%2010:18:38%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/20191218_180342.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/20191218_180342.jpg	(from https://zilirattan.az/urun/dalga/)
12:11:29	48422/48422	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:21%20GMT	https://zilirattan.az/urun/dalga/?add-to-cart=1337	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/dalga/indexdb88.html	(from https://zilirattan.az/urun/dalga/)
12:11:29	48418/48418	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:21%20GMT	https://zilirattan.az/urun/dalga/?add-to-cart=1335	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/dalga/index82d0.html	(from https://zilirattan.az/urun/dalga/)
12:11:29	48416/48416	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:21%20GMT	https://zilirattan.az/urun/dalga/?add-to-cart=1333	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/dalga/index067f.html	(from https://zilirattan.az/urun/dalga/)
12:11:30	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=6000	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min5d35.js	(from https://zilirattan.az/urun-kategori/sezlong/?add-to-cart=1285)
12:11:30	771/771	---MC-	200	added ('OK')	application/rss+xml	etag:%2264c6e19d699621da903d8cfe6dfded2d%22	https://zilirattan.az/urun/san-trope/feed/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/san-trope/feed/index.html	(from https://zilirattan.az/urun/san-trope/)
12:11:31	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=1433	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min4348.js	(from https://zilirattan.az/urun/san-trope/)
12:11:31	2395/2395	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202020%2008:11:25%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fsan-trope%2F	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed1902.json	(from https://zilirattan.az/urun/san-trope/)
12:11:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202020%2008:11:26%20GMT	https://zilirattan.az/?p=1335	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/index9383.html	(from https://zilirattan.az/urun/san-trope/)
12:11:32	2532/2532	---MC-	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202020%2008:11:27%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fsan-trope%2F&format=xml	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed663f	(from https://zilirattan.az/urun/san-trope/)
12:11:33	30666/30666	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202019%2006:40:27%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/1577289982244-600x450.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/1577289982244-600x450.jpg	(from https://zilirattan.az/urun/san-trope/)
12:11:36	48543/48543	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:28%20GMT	https://zilirattan.az/urun/san-trope/?add-to-cart=1333	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/san-trope/index067f.html	(from https://zilirattan.az/urun/san-trope/)
12:11:36	48542/48542	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:28%20GMT	https://zilirattan.az/urun/san-trope/?add-to-cart=1285	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/san-trope/index204d.html	(from https://zilirattan.az/urun/san-trope/)
12:11:36	48549/48549	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:29%20GMT	https://zilirattan.az/urun/san-trope/?add-to-cart=1337	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/san-trope/indexdb88.html	(from https://zilirattan.az/urun/san-trope/)
12:11:37	598427/598427	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202019%2006:40:21%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/1577289982244.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/1577289982244.jpg	(from https://zilirattan.az/urun/san-trope/)
12:11:38	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=3855	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min2325.js	(from https://zilirattan.az/urun-kategori/sezlong/?add-to-cart=1335)
12:11:38	791/791	---MC-	200	added ('OK')	application/rss+xml	etag:%22e6c49e87780194b03249a10019498ec1%22	https://zilirattan.az/urun/sinlife-d%c9%99st/feed/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/sinlife-d%c9%99st/feed/index.html	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:39	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=287	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min7890.js	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:39	2435/2435	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202020%2008:11:33%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fsinlife-d%25c9%2599st%2F	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed5f05.json	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202020%2008:11:33%20GMT	https://zilirattan.az/?p=1337	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/indexcfab.html	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:39	2575/2575	---MC-	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202020%2008:11:33%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fsinlife-d%25c9%2599st%2F&format=xml	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed3e26	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:40	29143/29143	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202019%2006:55:35%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/1577287405585-600x450.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/1577287405585-600x450.jpg	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:41	48656/48656	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:35%20GMT	https://zilirattan.az/urun/sinlife-d%c9%99st/?add-to-cart=1335	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/sinlife-d%c9%99st/index82d0.html	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:42	562160/562160	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202019%2006:55:30%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/1577287405585.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/1577287405585.jpg	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:42	48653/48653	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:35%20GMT	https://zilirattan.az/urun/sinlife-d%c9%99st/?add-to-cart=1285	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/sinlife-d%c9%99st/index204d.html	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:42	48655/48655	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:36%20GMT	https://zilirattan.az/urun/sinlife-d%c9%99st/?add-to-cart=1333	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/sinlife-d%c9%99st/index067f.html	(from https://zilirattan.az/urun/sinlife-d%c9%99st/)
12:11:43	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=1168	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min1e6e.js	(from https://zilirattan.az/urun-kategori/sezlong/?add-to-cart=1337)
12:11:43	765/765	---MC-	200	added ('OK')	application/rss+xml	etag:%22d15d1b92c84c33a3939705f3fd8a705e%22	https://zilirattan.az/urun/sunlife/feed/	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/sunlife/feed/index.html	(from https://zilirattan.az/urun/sunlife/)
12:11:44	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=6348	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.mineaab.js	(from https://zilirattan.az/urun/sunlife/)
12:11:44	2385/2385	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20Mar%202020%2008:11:38%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fsunlife%2F	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embed7c90.json	(from https://zilirattan.az/urun/sunlife/)
12:11:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Mar%202020%2008:11:38%20GMT	https://zilirattan.az/?p=1333	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/indexdf39.html	(from https://zilirattan.az/urun/sunlife/)
12:11:46	2522/2522	---MC-	200	added ('OK')	text/xml	date:Mon,%2016%20Mar%202020%2008:11:40%20GMT	https://zilirattan.az/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzilirattan.az%2Furun%2Fsunlife%2F&format=xml	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-json/oembed/1.0/embeda2c5	(from https://zilirattan.az/urun/sunlife/)
12:11:46	15204/15204	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202019%2006:37:32%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/1577286116019-600x450.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/1577286116019-600x450.jpg	(from https://zilirattan.az/urun/sunlife/)
12:11:48	365934/365934	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202019%2006:37:27%20GMT	https://zilirattan.az/wp-content/uploads/2019/12/1577286116019.jpg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/uploads/2019/12/1577286116019.jpg	(from https://zilirattan.az/urun/sunlife/)
12:11:48	48511/48511	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:41%20GMT	https://zilirattan.az/urun/sunlife/?add-to-cart=1285	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/sunlife/index204d.html	(from https://zilirattan.az/urun/sunlife/)
12:11:48	48519/48519	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:41%20GMT	https://zilirattan.az/urun/sunlife/?add-to-cart=1337	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/sunlife/indexdb88.html	(from https://zilirattan.az/urun/sunlife/)
12:11:49	48513/48513	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Mar%202020%2008:11:42%20GMT	https://zilirattan.az/urun/sunlife/?add-to-cart=1335	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/urun/sunlife/index82d0.html	(from https://zilirattan.az/urun/sunlife/)
12:11:50	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=7289	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min4e06.js	(from https://zilirattan.az/urun-kategori/sezlong/?add-to-cart=1333)
12:11:50	547/547	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Nov%202019%2007:19:38%20GMT	https://zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.png	(from https://zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.css?ver=3.8.0)
12:11:50	1554/1554	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Nov%202019%2007:19:38%20GMT	https://zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.svg	(from https://zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.css?ver=3.8.0)
12:11:50	866/866	---M--	200	added ('OK')	image/gif	date:Fri,%2008%20Nov%202019%2007:19:38%20GMT	https://zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/preloader.gif	C:/Users/Code/Desktop/Zilirattan.az/zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/preloader.gif	(from https://zilirattan.az/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.css?ver=3.8.0)
12:11:53	272071/272071	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Oct%202019%2019:53:07%20GMT	https://js.apies.org/jquery.min.js?ver=8460	C:/Users/Code/Desktop/Zilirattan.az/js.apies.org/jquery.min36bb.js	(from https://zilirattan.az/urun/1226/?add-to-cart=1193)
